1774157175.174,189.135
1774157175.659,189.131
1774157176.175,189.134
1774157176.675,189.132
1774157177.103,189.132
1774157177.663,189.136
1774157178.178,189.144
1774157178.678,189.142
1774157179.195,189.145
1774157179.71,189.148
1774157180.105,189.148
1774157180.725,189.144
1774157181.21,189.144
1774157181.711,189.134
1774157182.226,189.138
1774157182.712,189.133
1774157183.104,189.133
1774157183.713,189.124
1774157184.229,189.12
1774157184.728,189.12
1774157185.229,189.117
1774157185.762,189.122
1774157186.104,189.122
1774157186.745,189.131
1774157187.246,189.134
1774157187.764,189.11
1774157188.263,189.107
1774157188.763,189.105
1774157189.104,189.105
1774157189.748,189.099
1774157190.247,189.103
1774157190.748,189.105
1774157191.248,189.098
1774157191.749,189.109
1774157192.106,189.109
1774157192.751,189.109
1774157193.251,189.112
1774157193.751,189.133
1774157194.25,189.133
1774157194.766,189.141
1774157195.11,189.141
1774157195.766,189.154
1774157196.266,189.151
1774157196.782,189.149
1774157197.268,189.155
1774157197.785,189.157
1774157198.111,189.157
1774157198.77,189.163
1774157199.3,189.184
1774157199.801,189.182
1774157200.3,189.176
1774157200.817,189.176
1774157201.112,189.176
1774157201.316,189.195
1774157201.817,189.187
1774157202.311,189.187
1774157202.819,189.181
1774157203.319,189.181
1774157203.819,189.178
1774157204.112,189.178
1774157204.318,189.173
1774157204.82,189.147
1774157205.314,189.147
1774157205.818,189.149
1774157206.318,189.135
1774157206.819,189.135
1774157207.114,189.135
1774157207.32,189.126
1774157207.807,189.133
1774157208.306,189.13
1774157208.807,189.127
1774157209.307,189.129
1774157209.808,189.122
1774157210.114,189.122
1774157210.809,189.119
1774157211.308,189.123
1774157211.809,189.125
1774157212.308,189.122
1774157212.809,189.126
1774157213.117,189.126
1774157213.81,189.128
1774157214.309,189.123
1774157214.809,189.123
1774157215.309,189.123
1774157215.809,189.131
1774157216.118,189.131
1774157216.81,189.138
1774157217.313,189.143
1774157217.814,189.139
1774157218.314,189.131
1774157218.814,189.133
1774157219.119,189.133
1774157219.814,189.138
1774157220.314,189.142
1774157220.814,189.145
1774157221.315,189.147
1774157221.817,189.151
1774157222.119,189.151
1774157222.835,189.141
1774157223.318,189.141
1774157223.864,189.139
1774157224.348,189.139
1774157224.849,189.139
1774157225.119,189.139
1774157225.349,189.137
1774157225.864,189.142
1774157226.319,189.142
1774157226.85,189.136
1774157227.352,189.132
1774157227.868,189.13
1774157228.119,189.13
1774157228.368,189.124
1774157228.883,189.12
1774157229.319,189.12
1774157229.899,189.114
1774157230.4,189.119
1774157230.9,189.121
1774157231.12,189.121
1774157231.4,189.119
1774157231.901,189.128
1774157232.321,189.128
1774157232.918,189.136
1774157233.418,189.136
1774157233.92,189.139
1774157234.123,189.139
1774157234.419,189.142
1774157234.918,189.147
1774157235.323,189.147
1774157235.949,189.135
1774157236.418,189.137
1774157236.919,189.135
1774157237.124,189.135
1774157237.42,189.132
1774157237.922,189.136
1774157238.324,189.136
1774157238.923,189.133
1774157239.423,189.128
1774157239.922,189.125
1774157240.126,189.125
1774157240.422,189.122
1774157240.922,189.12
1774157241.325,189.12
1774157241.923,189.128
1774157242.423,189.124
1774157242.925,189.121
1774157243.125,189.121
1774157243.44,189.093
1774157243.925,189.09
1774157244.326,189.09
1774157244.94,189.098
1774157245.44,189.102
1774157245.94,189.095
1774157246.44,189.099
1774157246.947,189.099
1774157247.328,189.099
