# Asset: AUDCHF_otc
# Updated: 2026-03-22T00:16:23.440515
# Format: timestamp,price
1774155780.0,0.62392
1774155780.0,0.62415
1774155780.0,0.62421
1774155780.0,0.62431
1774155780.0,0.62428
1774155780.0,0.62423
1774155780.0,0.62423
1774155780.0,0.6242
1774155780.0,0.62416
1774155780.0,0.62412
1774155780.0,0.62412
1774155780.0,0.62399
1774155780.0,0.62405
1774155780.0,0.62411
1774155780.0,0.62415
1774155780.0,0.62415
1774155780.0,0.62427
1774155780.0,0.62431
1774155780.0,0.62434
1774155780.0,0.62426
1774155780.0,0.62429
1774155780.0,0.62429
1774155780.0,0.62422
1774155780.0,0.62419
1774155780.0,0.62422
1774155780.0,0.62418
1774155780.0,0.62412
1774155780.0,0.62412
1774155780.0,0.62386
1774155780.0,0.62386
1774155780.0,0.62382
1774155780.0,0.62386
1774155780.0,0.62386
1774155780.0,0.62386
1774155780.0,0.6239
1774155780.0,0.62387
1774155780.0,0.62387
1774155780.0,0.62388
1774155780.0,0.62399
1774155780.0,0.62402
1774155780.0,0.62402
1774155780.0,0.62398
1774155780.0,0.62393
1774155780.0,0.62393
1774155780.0,0.62387
1774155780.0,0.62389
1774155780.0,0.62392
1774155780.0,0.62392
1774155780.0,0.62387
1774155780.0,0.62383
1774155780.0,0.62383
1774155780.0,0.62393
1774155780.0,0.62385
1774155780.0,0.62382
1774155780.0,0.62382
1774155780.0,0.62379
1774155780.0,0.62383
1774155780.0,0.62383
1774155780.0,0.62391
1774155780.0,0.62386
1774155780.0,0.62377
1774155780.0,0.62377
1774155780.0,0.62381
1774155780.0,0.62386
1774155780.0,0.62386
1774155780.0,0.62378
1774155840.0,0.62378
1774155840.0,0.62378
1774155840.0,0.62378
1774155840.0,0.62366
1774155840.0,0.62368
1774155840.0,0.62368
1774155840.0,0.62367
1774155840.0,0.6237
1774155840.0,0.62384
1774155840.0,0.62384
1774155840.0,0.62388
1774155840.0,0.62399
1774155840.0,0.62399
1774155840.0,0.62392
1774155840.0,0.62395
1774155840.0,0.62399
1774155840.0,0.62399
1774155840.0,0.62401
1774155840.0,0.62404
1774155840.0,0.62404
1774155840.0,0.624
1774155840.0,0.62404
1774155840.0,0.62415
1774155840.0,0.62415
1774155840.0,0.62428
1774155840.0,0.62428
1774155840.0,0.62428
1774155840.0,0.6243
1774155840.0,0.6243
1774155840.0,0.62416
1774155840.0,0.62416
1774155840.0,0.62416
1774155840.0,0.62403
1774155840.0,0.62403
1774155840.0,0.624
1774155840.0,0.62392
1774155840.0,0.62387
1774155840.0,0.62387
1774155840.0,0.62392
1774155840.0,0.62395
1774155840.0,0.62395
1774155840.0,0.62392
1774155840.0,0.62395
1774155840.0,0.62391
1774155840.0,0.62391
1774155840.0,0.62388
1774155840.0,0.62388
1774155840.0,0.62388
1774155840.0,0.62389
1774155840.0,0.62383
1774155840.0,0.62385
1774155840.0,0.62385
1774155840.0,0.62367
1774155840.0,0.62364
1774155840.0,0.62364
1774155840.0,0.62355
1774155840.0,0.62358
1774155840.0,0.62355
1774155840.0,0.62355
1774155840.0,0.62358
1774155840.0,0.62363
1774155840.0,0.62363
1774155840.0,0.62337
1774155840.0,0.6234
1774155840.0,0.62336
1774155840.0,0.62336
1774155840.0,0.62333
1774155840.0,0.62333
1774155840.0,0.62333
1774155840.0,0.62324
1774155840.0,0.62328
1774155840.0,0.62325
1774155840.0,0.62325
1774155840.0,0.62328
1774155840.0,0.6234
1774155840.0,0.6234
1774155840.0,0.62343
1774155840.0,0.62343
1774155840.0,0.62349
1774155840.0,0.62349
1774155840.0,0.62351
1774155840.0,0.62357
1774155840.0,0.62357
1774155840.0,0.62357
1774155840.0,0.62354
1774155840.0,0.62339
1774155840.0,0.62339
1774155840.0,0.62342
1774155840.0,0.6234
1774155840.0,0.6234
1774155840.0,0.62344
1774155840.0,0.6234
1774155840.0,0.62331
1774155840.0,0.62331
1774155840.0,0.62326
1774155840.0,0.62322
1774155840.0,0.62322
1774155840.0,0.6232
1774155840.0,0.62327
1774155840.0,0.62324
1774155840.0,0.62324
1774155840.0,0.62328
1774155840.0,0.62324
1774155840.0,0.62324
1774155840.0,0.62327
1774155840.0,0.62322
1774155840.0,0.62325
1774155840.0,0.62325
1774155840.0,0.62325
1774155840.0,0.62327
1774155840.0,0.62327
1774155840.0,0.62321
1774155840.0,0.62317
1774155840.0,0.6232
1774155840.0,0.6232
1774155840.0,0.62317
1774155840.0,0.62309
1774155840.0,0.62309
1774155840.0,0.62308
1774155840.0,0.62312
1774155840.0,0.62308
1774155840.0,0.62308
1774155840.0,0.62305
