# Asset: AUDCAD_otc
# Updated: 2026-03-22T00:16:23.158175
# Format: timestamp,price
1774155780.0,0.86148
1774155780.0,0.86153
1774155780.0,0.8615
1774155780.0,0.86147
1774155780.0,0.86142
1774155780.0,0.86142
1774155780.0,0.8615
1774155780.0,0.86153
1774155780.0,0.8615
1774155780.0,0.8615
1774155780.0,0.86147
1774155780.0,0.86142
1774155780.0,0.86138
1774155780.0,0.86133
1774155780.0,0.86136
1774155780.0,0.86132
1774155780.0,0.86142
1774155780.0,0.86139
1774155780.0,0.86139
1774155780.0,0.86136
1774155780.0,0.86133
1774155780.0,0.86137
1774155780.0,0.86133
1774155780.0,0.8613
1774155780.0,0.8613
1774155780.0,0.8613
1774155780.0,0.86139
1774155780.0,0.86139
1774155780.0,0.86125
1774155780.0,0.86128
1774155780.0,0.86128
1774155780.0,0.86124
1774155780.0,0.86124
1774155780.0,0.86132
1774155780.0,0.86135
1774155780.0,0.86138
1774155780.0,0.86138
1774155780.0,0.86142
1774155780.0,0.86142
1774155780.0,0.86142
1774155780.0,0.86125
1774155780.0,0.86138
1774155780.0,0.86142
1774155780.0,0.86142
1774155780.0,0.86157
1774155780.0,0.86159
1774155780.0,0.86159
1774155780.0,0.86163
1774155780.0,0.86169
1774155780.0,0.86179
1774155780.0,0.86179
1774155780.0,0.86184
1774155780.0,0.86188
1774155780.0,0.86188
1774155780.0,0.86193
1774155780.0,0.86185
1774155780.0,0.86189
1774155780.0,0.86189
1774155780.0,0.86186
1774155780.0,0.86182
1774155780.0,0.86182
1774155780.0,0.86179
1774155780.0,0.86186
1774155780.0,0.86188
1774155780.0,0.86188
1774155780.0,0.86185
1774155780.0,0.86181
1774155780.0,0.86181
1774155780.0,0.86167
1774155840.0,0.86172
1774155840.0,0.86172
1774155840.0,0.86172
1774155840.0,0.86175
1774155840.0,0.86171
1774155840.0,0.86171
1774155840.0,0.86167
1774155840.0,0.86165
1774155840.0,0.86159
1774155840.0,0.86159
1774155840.0,0.86154
1774155840.0,0.86152
1774155840.0,0.86152
1774155840.0,0.86166
1774155840.0,0.86163
1774155840.0,0.8616
1774155840.0,0.8616
1774155840.0,0.86171
1774155840.0,0.86174
1774155840.0,0.86174
1774155840.0,0.86173
1774155840.0,0.86176
1774155840.0,0.86179
1774155840.0,0.86179
1774155840.0,0.86176
1774155840.0,0.8618
1774155840.0,0.8618
1774155840.0,0.86189
1774155840.0,0.86185
1774155840.0,0.86182
1774155840.0,0.86182
1774155840.0,0.86184
1774155840.0,0.86178
1774155840.0,0.86178
1774155840.0,0.86179
1774155840.0,0.86189
1774155840.0,0.86185
1774155840.0,0.86185
1774155840.0,0.86197
1774155840.0,0.86199
1774155840.0,0.86199
1774155840.0,0.86209
1774155840.0,0.86212
1774155840.0,0.86215
1774155840.0,0.86215
1774155840.0,0.86218
1774155840.0,0.86187
1774155840.0,0.86187
1774155840.0,0.86182
1774155840.0,0.86175
1774155840.0,0.86173
1774155840.0,0.86173
1774155840.0,0.86176
1774155840.0,0.86182
1774155840.0,0.86182
1774155840.0,0.86185
1774155840.0,0.86181
1774155840.0,0.86176
1774155840.0,0.86176
1774155840.0,0.86178
1774155840.0,0.86172
1774155840.0,0.86172
1774155840.0,0.86194
1774155840.0,0.86196
1774155840.0,0.8618
1774155840.0,0.8618
1774155840.0,0.8618
1774155840.0,0.8618
1774155840.0,0.8618
1774155840.0,0.86182
