1774157175.174,50.986
1774157175.659,50.984
1774157176.175,50.988
1774157176.675,50.999
1774157177.103,50.999
1774157177.663,51.004
1774157178.178,51.006
1774157178.678,51.006
1774157179.195,51.004
1774157179.71,51.006
1774157180.105,51.006
1774157180.725,51.001
1774157181.21,50.998
1774157181.711,50.995
1774157182.226,50.991
1774157182.712,50.993
1774157183.104,50.993
1774157183.713,50.984
1774157184.229,50.982
1774157184.728,50.984
1774157185.229,50.981
1774157185.762,50.981
1774157186.104,50.981
1774157186.745,50.982
1774157187.246,50.981
1774157187.764,50.982
1774157188.263,50.98
1774157188.763,50.978
1774157189.104,50.978
1774157189.748,50.975
1774157190.247,50.97
1774157190.748,50.973
1774157191.248,50.976
1774157191.749,50.979
1774157192.106,50.979
1774157192.751,50.982
1774157193.251,50.979
1774157193.751,50.978
1774157194.25,50.981
1774157194.766,50.981
1774157195.11,50.981
1774157195.766,50.981
1774157196.266,50.975
1774157196.782,50.973
1774157197.268,50.97
1774157197.785,50.972
1774157198.111,50.972
1774157198.77,50.968
1774157199.3,50.97
1774157199.801,50.97
1774157200.3,50.977
1774157200.817,50.982
1774157201.112,50.982
1774157201.316,50.984
1774157201.817,50.986
1774157202.311,50.986
1774157202.819,50.985
1774157203.319,50.99
1774157203.819,50.985
1774157204.112,50.985
1774157204.318,50.98
1774157204.82,50.977
1774157205.314,50.977
1774157205.818,50.976
1774157206.318,50.978
1774157206.819,50.976
1774157207.114,50.976
1774157207.321,50.985
1774157207.807,50.988
1774157208.306,50.987
1774157208.807,50.997
1774157209.307,50.999
1774157209.808,50.997
1774157210.114,50.997
1774157210.809,50.996
1774157211.308,50.995
1774157211.809,51.001
1774157212.308,51.003
1774157212.809,50.999
1774157213.117,50.999
1774157213.81,50.995
1774157214.309,50.992
1774157214.809,50.99
1774157215.309,50.989
1774157215.809,50.982
1774157216.118,50.982
1774157216.81,50.995
1774157217.313,50.998
1774157217.814,50.995
1774157218.314,50.993
1774157218.814,50.991
1774157219.119,50.991
1774157219.814,50.996
1774157220.314,51.0
1774157220.814,50.997
1774157221.315,50.998
1774157221.817,50.995
1774157222.119,50.995
1774157222.835,50.999
1774157223.318,50.999
1774157223.864,50.988
1774157224.348,50.985
1774157224.849,51.002
1774157225.119,51.002
1774157225.349,51.003
1774157225.864,51.003
1774157226.319,51.003
1774157226.85,51.006
1774157227.352,51.004
1774157227.868,51.002
1774157228.119,51.002
1774157228.368,51.005
1774157228.883,51.002
1774157229.319,51.002
1774157229.899,51.0
1774157230.4,50.998
1774157230.9,50.994
1774157231.12,50.994
1774157231.4,50.992
1774157231.901,50.99
1774157232.321,50.99
1774157232.918,50.991
1774157233.418,50.993
1774157233.92,50.995
1774157234.123,50.995
1774157234.419,50.997
1774157234.918,50.995
1774157235.323,50.995
1774157235.949,50.994
1774157236.418,50.998
1774157236.919,51.0
1774157237.124,51.0
1774157237.42,50.998
1774157237.922,51.0
1774157238.324,51.0
1774157238.923,50.994
1774157239.423,50.992
1774157239.922,50.995
1774157240.126,50.995
1774157240.422,50.992
1774157240.922,50.994
1774157241.325,50.994
1774157241.923,50.99
1774157242.423,50.987
1774157242.925,50.989
1774157243.125,50.989
1774157243.44,50.991
1774157243.925,50.994
1774157244.326,50.994
1774157244.94,50.995
1774157245.44,51.003
1774157245.94,51.001
1774157246.44,50.994
1774157246.947,50.991
1774157247.328,50.991
